Team	Opponent	Game Site	Game Result	Team Score	Opponent Score	
Marist	Manhattan	N	L	63	81	-18
Marquette	Belmont	H	L	80	83	-3
Marquette	IUPUI	H	W	75	71	4
Marquette	Iowa	H	L	61	89	-28
Marquette	Louisiana State	N	W	81	80	1
Marquette	Arizona State	N	W	78	73	5
Marquette	Jackson State	H	W	80	61	19
Marquette	Grambling	H	W	95	49	46
Marquette	Maine	H	W	104	67	37
Marquette	San Jose State	H	W	80	62	18
Marquette	Wisconsin	@	W	57	55	2
Marquette	Chicago State	H	W	91	74	17
Marquette	Presbyterian	H	W	84	66	18
Marquette	Seton Hall	H	L	63	83	-20
Marquette	Georgetown	@	L	70	80	-10
Marquette	Providence	@	W	65	64	1
Marquette	St. John's (NY)	H	W	81	75	6
Marquette	Villanova	@	L	68	83	-15
Marquette	Xavier	H	L	66	74	-8
Marquette	DePaul	H	L	56	57	-1
Marquette	St. John's (NY)	@	W	78	73	5
Marquette	Stetson	H	W	74	60	14
Marquette	Butler	H	W	75	69	6
Marquette	Seton Hall	@	L	62	79	-17
Marquette	Xavier	@	L	82	90	-8
Marquette	Providence	H	W	96	91	5
Marquette	Creighton	H	L	62	65	-3
Marquette	DePaul	@	W	73	60	13
Marquette	Creighton	@	W	66	61	5
Marquette	Villanova	H	L	79	89	-10
Marquette	Georgetown	H	W	88	87	1
Marquette	Butler	@	L	74	95	-21
Marquette	St. John's (NY)	N	W	101	93	8
Marquette	Xavier	N	L	72	90	-18
Marshall	Tennessee	@	L	74	84	-10
Marshall	Morehead State	@	L	61	85	-24
Marshall	James Madison	H	L	75	89	-14
Marshall	Ohio	@	L	70	85	-15
Marshall	Akron	H	L	65	75	-10
Marshall	James Madison	@	L	84	107	-23
Marshall	Eastern Illinois	H	W	82	76	6
Marshall	Eastern Kentucky	H	W	96	72	24
Marshall	North Carolina Central	H	W	92	73	19
Marshall	West Virginia	N	L	68	86	-18
Marshall	Wyoming	N	W	90	82	8
Marshall	Grand Canyon	N	L	81	85	-4
Marshall	Maryland	@	L	67	87	-20
Marshall	Western Kentucky	H	W	94	76	18
Marshall	Florida Atlantic	H	W	90	67	23
Marshall	Florida International	H	W	99	81	18
Marshall	North Texas	@	W	97	78	19
Marshall	Rice	@	W	94	90	4
Marshall	Charlotte	@	L	95	103	-8
Marshall	Old Dominion	@	W	78	75	3
Marshall	Middle Tennessee	H	W	82	66	16
Marshall	Alabama-Birmingham	H	L	78	81	-3
Marshall	Texas-El Paso	@	L	108	112	-4
Marshall	Texas-San Antonio	@	W	109	91	18
Marshall	Western Kentucky	@	W	96	93	3
Marshall	Charlotte	H	W	87	72	15
Marshall	Old Dominion	H	W	82	65	17
Marshall	Alabama-Birmingham	@	L	91	95	-4
Marshall	Middle Tennessee	@	L	74	83	-9
Marshall	Louisiana Tech	H	L	94	97	-3
Marshall	Southern Mississippi	H	W	108	106	2
Marshall	Texas-El Paso	N	W	87	85	2
Marshall	Middle Tennessee	N	L	90	99	-9
Maryland-Baltimore County	Wake Forest	@	L	73	78	-5
Maryland-Baltimore County	St. John's (NY)	@	L	53	75	-22
Maryland-Baltimore County	Loyola (MD)	H	L	57	76	-19
Maryland-Baltimore County	Northern Colorado	@	W	81	72	9
Maryland-Baltimore County	Cal Poly	N	L	65	78	-13
Maryland-Baltimore County	Navy	H	L	54	75	-21
Maryland-Baltimore County	Colgate	H	L	63	71	-8
Maryland-Baltimore County	Bowling Green State	@	L	64	72	-8
Maryland-Baltimore County	Longwood	@	W	70	59	11
Maryland-Baltimore County	Duquesne	@	L	70	89	-19
Maryland-Baltimore County	Mount St. Mary's	H	W	75	63	12
Maryland-Baltimore County	Howard	@	L	93	103	-10
Maryland-Baltimore County	Towson	@	L	65	91	-26
Maryland-Baltimore County	Maryland-Eastern Shore	H	W	89	75	14
Maryland-Baltimore County	NJIT	@	L	83	86	-3
Maryland-Baltimore County	Albany (NY)	@	L	59	73	-14
Maryland-Baltimore County	Maine	H	W	89	76	13
Maryland-Baltimore County	Stony Brook	@	L	74	86	-12
Maryland-Baltimore County	Massachusetts-Lowell	H	L	89	95	-6
Maryland-Baltimore County	Hartford	H	L	87	98	-11
Maryland-Baltimore County	Vermont	@	L	72	79	-7
Maryland-Baltimore County	Binghamton	@	L	57	66	-9
Maryland-Baltimore County	New Hampshire	H	L	81	84	-3
Maryland-Baltimore County	Albany (NY)	H	L	73	79	-6
Maryland-Baltimore County	Maine	@	W	83	79	4
Maryland-Baltimore County	Stony Brook	H	L	52	75	-23
Maryland-Baltimore County	Massachusetts-Lowell	@	L	92	96	-4
Maryland-Baltimore County	Hartford	@	L	65	88	-23
Maryland-Baltimore County	Vermont	H	L	54	99	-45
Maryland-Baltimore County	Binghamton	H	W	80	79	1
Maryland-Baltimore County	New Hampshire	@	L	69	78	-9
Maryland-Baltimore County	Stony Brook	@	L	76	86	-10
Maryland-Eastern Shore	Kansas State	@	L	53	80	-27
Maryland-Eastern Shore	Missouri	@	L	55	73	-18
Maryland-Eastern Shore	Wofford	@	L	63	73	-10
Maryland-Eastern Shore	Fairfield	H	L	74	113	-39
Maryland-Eastern Shore	Saint Francis (PA)	H	W	70	57	13
Maryland-Eastern Shore	Georgetown	@	L	49	68	-19
Maryland-Eastern Shore	North Carolina Central	@	L	59	70	-11
Maryland-Eastern Shore	North Carolina A&T	@	L	74	80	-6
Maryland-Eastern Shore	Michigan State	@	L	35	78	-43
Maryland-Eastern Shore	Maryland	@	L	56	77	-21
Maryland-Eastern Shore	Old Dominion	@	L	47	77	-30
Maryland-Eastern Shore	American	@	W	79	64	15
Maryland-Eastern Shore	Central Pennsylvania College	H	W	115	86	29
Maryland-Eastern Shore	Saint Joseph's	@	L	68	78	-10
Maryland-Eastern Shore	Maryland-Baltimore County	@	L	75	89	-14
Maryland-Eastern Shore	Pittsburgh	@	L	58	92	-34
Maryland-Eastern Shore	Columbia	@	L	75	81	-6
Maryland-Eastern Shore	Morgan State	H	W	69	65	4
Maryland-Eastern Shore	Savannah State	@	L	61	68	-7
Maryland-Eastern Shore	South Carolina State	@	L	63	68	-5
Maryland-Eastern Shore	Bethune-Cookman	H	W	74	72	2
Maryland-Eastern Shore	Coppin State	@	W	83	81	2
Maryland-Eastern Shore	Howard	H	W	85	67	18
Maryland-Eastern Shore	Hampton	H	W	73	70	3
Maryland-Eastern Shore	Norfolk State	H	L	70	76	-6
Maryland-Eastern Shore	Delaware State	@	L	71	75	-4
Maryland-Eastern Shore	Howard	@	L	74	77	-3
Maryland-Eastern Shore	South Carolina State	H	L	58	62	-4
Maryland-Eastern Shore	Florida A&M	H	L	80	81	-1
Maryland-Eastern Shore	Delaware State	H	W	74	65	9
Maryland-Eastern Shore	Morgan State	@	W	80	71	9
Maryland-Eastern Shore	Morgan State	N	L	58	65	-7
Maryland	Mount St. Mary's	H	W	80	56	24
Maryland	Georgetown	H	W	75	71	4
Maryland	Rider	H	W	65	58	7
Maryland	Illinois State	N	W	77	66	11
Maryland	Rhode Island	N	W	86	63	23
Maryland	Cleveland State	H	W	80	63	17
Maryland	North Carolina	@	L	81	89	-8
Maryland	Saint Francis (PA)	H	W	96	55	41
Maryland	Connecticut	N	W	76	66	10
Maryland	Maryland-Eastern Shore	H	W	77	56	21
Maryland	Princeton	N	W	82	61	21
Maryland	Marshall	H	W	87	67	20
Maryland	Penn State	H	W	70	64	6
Maryland	Northwestern	@	W	72	59	13
Maryland	Rutgers	H	W	88	63	25
Maryland	Wisconsin	@	W	63	60	3
Maryland	Michigan	@	L	67	70	-3
Maryland	Ohio State	H	W	100	65	35
Maryland	Northwestern	H	W	62	56	6
Maryland	Michigan State	@	L	65	74	-9
Maryland	Iowa	H	W	74	68	6
Maryland	Ohio State	@	W	66	61	5
Maryland	Nebraska	@	W	70	65	5
Maryland	Purdue	H	W	72	61	11
Maryland	Bowie State	H	W	93	62	31
Maryland	Wisconsin	H	L	57	70	-13
Maryland	Minnesota	@	L	63	68	-5
Maryland	Michigan	H	W	86	82	4
Maryland	Purdue	@	L	79	83	-4
Maryland	Illinois	H	W	81	55	26
Maryland	Indiana	@	L	62	80	-18
Maryland	Nebraska	N	W	97	86	11
Massachusetts-Lowell	Northwestern	@	L	57	79	-22
Massachusetts-Lowell	Sacred Heart	H	W	87	84	3
Massachusetts-Lowell	Notre Dame	@	L	57	83	-26
Massachusetts-Lowell	Wheelock	H	W	104	76	28
Massachusetts-Lowell	Cornell	H	W	80	77	3
Massachusetts-Lowell	Long Island University	@	L	72	84	-12
Massachusetts-Lowell	NJIT	@	L	77	90	-13
Massachusetts-Lowell	Boston College	@	W	68	66	2
Massachusetts-Lowell	Boston University	H	L	60	80	-20
Massachusetts-Lowell	Central Connecticut State	@	L	79	83	-4
Massachusetts-Lowell	Connecticut	@	L	79	88	-9
Massachusetts-Lowell	Rutgers	@	L	66	89	-23
Massachusetts-Lowell	Wagner	@	L	62	76	-14
Massachusetts-Lowell	Hartford	H	W	80	76	4
Massachusetts-Lowell	Stony Brook	@	L	59	86	-27
Massachusetts-Lowell	Maine	H	L	81	95	-14
Massachusetts-Lowell	Maryland-Baltimore County	@	W	95	89	6
Massachusetts-Lowell	Vermont	@	W	93	82	11
Massachusetts-Lowell	New Hampshire	H	L	76	78	-2
Massachusetts-Lowell	Binghamton	H	L	57	64	-7
Massachusetts-Lowell	Albany (NY)	@	L	63	75	-12
Massachusetts-Lowell	Hartford	@	W	85	83	2
Massachusetts-Lowell	Stony Brook	H	L	73	91	-18
Massachusetts-Lowell	Vermont	H	W	100	93	7
Massachusetts-Lowell	Maine	@	W	108	95	13
Massachusetts-Lowell	Maryland-Baltimore County	H	W	96	92	4
Massachusetts-Lowell	New Hampshire	@	L	69	80	-11
Massachusetts-Lowell	Binghamton	@	L	77	81	-4
Massachusetts-Lowell	Albany (NY)	H	L	61	86	-25
Massachusetts	Howard	H	W	85	79	6
Massachusetts	Harvard	@	W	69	63	6
Massachusetts	Central Arkansas	H	W	89	62	27
Massachusetts	Clemson	N	W	82	65	17
Massachusetts	Creighton	N	L	76	97	-21
Massachusetts	Boston University	H	W	99	69	30
Massachusetts	Mississippi	H	L	64	74	-10
Massachusetts	Central Florida	@	L	63	67	-4
Massachusetts	Florida Gulf Coast	@	L	76	77	-1
Massachusetts	New Orleans	H	W	103	95	8
Massachusetts	Providence	H	L	66	90	-24
Massachusetts	Long Island University	H	W	83	79	4
Massachusetts	La Salle	@	W	74	67	7
Massachusetts	Dayton	@	L	63	93	-30
Massachusetts	St. Bonaventure	H	L	77	88	-11
Massachusetts	George Washington	H	L	70	81	-11
Massachusetts	Davidson	@	L	74	86	-12
Massachusetts	Saint Louis	H	L	75	86	-11
Massachusetts	Saint Joseph's	@	L	70	78	-8
Massachusetts	Fordham	H	L	72	78	-6
Massachusetts	Rhode Island	H	W	61	56	5
Massachusetts	Richmond	@	L	53	69	-16
Massachusetts	Virginia Commonwealth	H	W	69	63	6
Massachusetts	Duquesne	@	W	108	99	9
Massachusetts	Fordham	@	L	66	76	-10
Massachusetts	George Mason	H	W	70	64	6
Massachusetts	Saint Joseph's	H	L	57	74	-17
Massachusetts	St. Bonaventure	@	L	83	85	-2
Massachusetts	Rhode Island	@	L	50	68	-18
Massachusetts	La Salle	H	W	69	52	17
Massachusetts	Rhode Island	N	W	67	62	5
Massachusetts	Virginia Commonwealth	N	L	70	85	-15
McNeese State	Louisiana State	@	L	70	81	-11
McNeese State	Louisiana College	H	L	70	73	-3
McNeese State	Oklahoma	@	L	56	85	-29
McNeese State	Dillard	H	W	80	79	1
McNeese State	Texas State	H	L	67	70	-3
McNeese State	Central Michigan	@	L	73	74	-1
McNeese State	Louisiana-Lafayette	@	L	64	97	-33
McNeese State	Indiana	@	L	60	105	-45
McNeese State	Louisiana State-Alexandria	H	W	77	72	5
McNeese State	UCLA	@	L	53	67	-14
McNeese State	Stephen F. Austin	@	L	57	86	-29
McNeese State	Houston Baptist	@	L	73	82	-9
McNeese State	Texas A&M-Corpus Christi	H	L	68	77	-9
McNeese State	Sam Houston State	H	W	72	68	4
McNeese State	Abilene Christian	@	L	67	75	-8
McNeese State	Northwestern State	H	W	75	74	1
McNeese State	Incarnate Word	H	W	79	76	3
McNeese State	New Orleans	@	L	64	76	-12
McNeese State	Southeastern Louisiana	@	L	80	82	-2
McNeese State	Nicholls State	@	L	56	71	-15
McNeese State	New Orleans	H	W	87	76	11
McNeese State	Northwestern State	@	L	78	87	-9
McNeese State	Southeastern Louisiana	H	L	76	79	-3
McNeese State	Lamar	H	L	76	87	-11
McNeese State	Central Arkansas	H	L	82	88	-6
McNeese State	Nicholls State	H	W	71	69	2
McNeese State	Lamar	@	W	77	74	3
McNeese State	Central Arkansas	@	W	85	77	8
McNeese State	Nicholls State	N	L	90	94	-4
Memphis	Southern Mississippi	H	W	67	49	18
Memphis	Oklahoma	H	L	78	84	-6
Memphis	Grambling	H	W	83	65	18
Memphis	Texas-Arlington	H	L	64	68	-4
Memphis	Ohio State	N	W	81	76	5
Memphis	Louisiana Tech	H	W	94	68	26
Memphis	Southeast Missouri State	H	W	80	65	15
Memphis	Manhattan	H	W	89	57	32
Memphis	Southern	H	W	72	67	5
Memphis	Mississippi	H	L	79	85	-6
Memphis	IUPUI	H	W	84	48	36
Memphis	Tulane	H	W	77	65	12
Memphis	South Carolina	@	L	76	86	-10
Memphis	Nicholls State	H	W	82	46	36
Memphis	Connecticut	@	L	78	81	-3
Memphis	Temple	H	W	67	65	2
Memphis	South Florida	H	W	71	56	15
Memphis	Cincinnati	@	L	72	76	-4
Memphis	East Carolina	H	L	83	84	-1
Memphis	Central Florida	@	W	97	86	11
Memphis	Southern Methodist	@	L	68	80	-12
Memphis	Connecticut	H	L	57	77	-20
Memphis	Cincinnati	H	W	63	59	4
Memphis	Houston	@	L	90	98	-8
Memphis	Tulane	@	L	87	94	-7
Memphis	Central Florida	H	W	73	56	17
Memphis	South Florida	@	L	71	80	-9
Memphis	Southern Methodist	H	L	62	69	-7
Memphis	Tulsa	H	W	92	82	10
Memphis	Temple	@	L	62	72	-10
Memphis	East Carolina	@	W	83	53	30
Memphis	Tulsa	N	W	89	67	22
Mercer	Allen	H	W	96	70	26
Mercer	George Mason	H	W	69	60	9
Mercer	Alabama State	H	W	70	49	21
Mercer	Davidson	@	L	71	77	-6
Mercer	Tulane	N	W	71	61	10
Mercer	Appalachian State	N	W	71	70	1
Mercer	Western Michigan	N	W	68	65	3
Mercer	Hiwassee	N	W	82	47	35
Mercer	Alcorn State	H	W	68	43	25
Mercer	Auburn	@	L	71	78	-7
Mercer	Arkansas	N	W	69	66	3
Mercer	Ohio State	@	L	44	64	-20
Mercer	Kennesaw State	@	W	76	73	3
Mercer	Samford	H	W	69	50	19
Mercer	Chattanooga	@	L	62	74	-12
Mercer	Citadel	@	W	91	80	11
Mercer	Furman	H	W	69	65	4
Mercer	Wofford	H	W	70	69	1
Mercer	East Tennessee State	@	L	63	65	-2
Mercer	Western Carolina	@	L	80	86	-6
Mercer	Virginia Military Institute	H	W	73	58	15
Mercer	North Carolina-Greensboro	H	W	81	67	14
Mercer	Samford	@	W	85	70	15
Mercer	Citadel	H	W	88	72	16
Mercer	Chattanooga	H	L	66	72	-6
Mercer	Wofford	@	L	70	79	-9
Mercer	Furman	@	L	74	85	-11
Mercer	Western Carolina	H	L	65	72	-7
Mercer	East Tennessee State	H	L	74	77	-3
Mercer	Virginia Military Institute	@	L	82	91	-9
Mercer	North Carolina-Greensboro	@	L	65	69	-4
Mercer	Citadel	N	W	71	69	2
Mercer	East Tennessee State	N	L	65	81	-16
Miami (FL)	Texas-Rio Grande Valley	H	W	86	59	27
Miami (FL)	Louisiana-Lafayette	H	W	93	77	16
Miami (FL)	Mississippi State	N	W	105	79	26
Miami (FL)	Utah	N	W	90	66	24
Miami (FL)	Butler	N	W	85	75	10
Miami (FL)	Northeastern	H	L	77	78	-1
Miami (FL)	Nebraska	@	W	77	72	5
Miami (FL)	Charlotte	H	W	88	60	28
Miami (FL)	Florida	H	W	66	55	11
Miami (FL)	College of Charleston	H	W	85	63	22
Miami (FL)	La Salle	@	W	95	49	46
Miami (FL)	Princeton	H	W	76	64	12
Miami (FL)	Syracuse	H	W	64	51	13
Miami (FL)	Florida State	H	W	72	59	13
Miami (FL)	Virginia	@	L	58	66	-8
Miami (FL)	Clemson	@	L	65	76	-11
Miami (FL)	Boston College	@	W	67	53	14
Miami (FL)	Wake Forest	H	W	77	63	14
Miami (FL)	Duke	H	W	80	69	11
Miami (FL)	North Carolina State	@	L	69	85	-16
Miami (FL)	Notre Dame	H	W	79	70	9
Miami (FL)	Georgia Tech	@	W	75	68	7
Miami (FL)	Pittsburgh	H	W	65	63	2
Miami (FL)	Florida State	@	W	67	65	2
Miami (FL)	Virginia Tech	H	W	65	49	16
Miami (FL)	North Carolina	@	L	71	96	-25
Miami (FL)	Virginia	H	W	64	61	3
Miami (FL)	Louisville	H	W	73	65	8
Miami (FL)	Notre Dame	@	W	68	50	18
Miami (FL)	Virginia Tech	@	L	62	77	-15
Miami (FL)	Virginia Tech	N	W	88	82	6
Miami (FL)	Virginia	N	L	68	73	-5
Miami (OH)	Xavier	@	L	72	81	-9
Miami (OH)	Kenyon	H	W	68	47	21
Miami (OH)	Lipscomb	H	W	70	68	2
Miami (OH)	Florida Atlantic	H	L	69	75	-6
Miami (OH)	Northeastern	H	W	67	61	6
Miami (OH)	IPFW	H	L	53	57	-4
Miami (OH)	Central Florida	H	W	64	63	1
Miami (OH)	IUPUI	@	L	64	78	-14
Miami (OH)	Wright State	H	W	72	67	5
Miami (OH)	Jackson State	H	W	64	53	11
Miami (OH)	Tennessee Tech	@	L	64	77	-13
Miami (OH)	Dayton	@	L	63	64	-1
Miami (OH)	South Carolina State	H	L	67	71	-4
Miami (OH)	Bowling Green State	@	L	62	73	-11
Miami (OH)	Toledo	H	L	76	84	-8
Miami (OH)	Kent State	@	L	68	76	-8
Miami (OH)	Ball State	@	L	46	48	-2
Miami (OH)	Buffalo	H	L	60	77	-17
Miami (OH)	Akron	@	L	46	75	-29
Miami (OH)	Central Michigan	H	L	51	68	-17
Miami (OH)	Northern Illinois	H	W	72	59	13
Miami (OH)	Eastern Michigan	@	L	69	94	-25
Miami (OH)	Bowling Green State	H	W	55	51	4
Miami (OH)	Western Michigan	@	W	45	44	1
Miami (OH)	Toledo	@	L	49	93	-44
Miami (OH)	Ball State	H	L	56	73	-17
Miami (OH)	Ohio	@	L	64	76	-12
Miami (OH)	Akron	H	W	77	64	13
Miami (OH)	Kent State	H	W	74	65	9
Miami (OH)	Buffalo	@	W	67	59	8
Miami (OH)	Ohio	H	L	65	67	-2
Miami (OH)	Ball State	@	W	49	47	2
Miami (OH)	Buffalo	N	L	81	94	-13
Michigan State	Florida Atlantic	H	W	82	55	27
Michigan State	Kansas	N	W	79	73	6
Michigan State	Arkansas-Pine Bluff	H	W	92	46	46
Michigan State	Eastern Michigan	H	W	89	65	24
Michigan State	Boston College	N	W	99	68	31
Michigan State	Boise State	N	W	77	67	10
Michigan State	Providence	N	W	77	64	13
Michigan State	Louisville	H	W	71	67	4
Michigan State	Binghamton	H	W	76	33	43
Michigan State	Maryland-Eastern Shore	H	W	78	35	43
Michigan State	Florida	H	W	58	52	6
Michigan State	Northeastern	@	W	78	58	20
Michigan State	Oakland	N	W	99	93	6
Michigan State	Iowa	@	L	70	83	-13
Michigan State	Minnesota	@	W	69	61	8
Michigan State	Illinois	H	W	79	54	25
Michigan State	Penn State	@	W	92	65	27
Michigan State	Iowa	H	L	59	76	-17
Michigan State	Wisconsin	@	L	76	77	-1
Michigan State	Nebraska	H	L	71	72	-1
Michigan State	Maryland	H	W	74	65	9
Michigan State	Northwestern	@	W	76	45	31
Michigan State	Rutgers	H	W	96	62	34
Michigan State	Michigan	@	W	89	73	16
Michigan State	Purdue	@	L	81	82	-1
Michigan State	Indiana	H	W	88	69	19
Michigan State	Wisconsin	H	W	69	57	12
Michigan State	Ohio State	@	W	81	62	19
Michigan State	Penn State	H	W	88	57	31
Michigan State	Rutgers	@	W	97	66	31
Michigan State	Ohio State	H	W	91	76	15
Michigan State	Ohio State	N	W	81	54	27
Michigan	Northern Michigan	H	W	70	44	26
Michigan	Elon	H	W	88	68	20
Michigan	Xavier	H	L	70	86	-16
Michigan	Connecticut	N	L	60	74	-14
Michigan	Charlotte	N	W	102	47	55
Michigan	Texas	N	W	78	72	6
Michigan	North Carolina State	@	W	66	59	7
Michigan	Houston Baptist	H	W	82	57	25
Michigan	Southern Methodist	@	L	58	82	-24
Michigan	Delaware State	H	W	80	33	47
Michigan	Northern Kentucky	H	W	77	62	15
Michigan	Youngstown State	H	W	105	46	59
Michigan	Bryant	H	W	96	60	36
Michigan	Illinois	@	W	78	68	10
Michigan	Penn State	H	W	79	56	23
Michigan	Purdue	@	L	70	87	-17
Michigan	Maryland	H	W	70	67	3
Michigan	Iowa	@	L	71	82	-11
Michigan	Minnesota	H	W	74	69	5
Michigan	Nebraska	@	W	81	68	13
Michigan	Rutgers	H	W	68	57	11
Michigan	Penn State	N	W	79	72	7
Michigan	Indiana	H	L	67	80	-13
Michigan	Michigan State	H	L	73	89	-16
Michigan	Minnesota	@	W	82	74	8
Michigan	Purdue	H	W	61	56	5
Michigan	Ohio State	@	L	66	76	-10
Michigan	Maryland	@	L	82	86	-4
Michigan	Northwestern	H	W	72	63	9
Michigan	Wisconsin	@	L	57	68	-11
Michigan	Iowa	H	L	61	71	-10
Michigan	Northwestern	N	W	72	70	2
Michigan	Indiana	N	W	72	69	3
Middle Tennessee	Murray State	@	L	65	76	-11
Middle Tennessee	Tennessee State	@	W	69	66	3
Middle Tennessee	Alaska-Anchorage	@	W	75	72	3
Middle Tennessee	North Carolina-Asheville	N	W	63	61	2
Middle Tennessee	Toledo	N	W	78	70	8
Middle Tennessee	Virginia Commonwealth	H	L	56	62	-6
Middle Tennessee	South Alabama	H	W	68	55	13
Middle Tennessee	Auburn	H	W	88	81	7
Middle Tennessee	Belmont	H	W	83	62	21
Middle Tennessee	Georgia State	@	L	62	64	-2
Middle Tennessee	South Dakota State	@	L	61	65	-4
Middle Tennessee	Trevecca Nazarene	H	W	82	67	15
Middle Tennessee	Alabama-Birmingham	@	L	67	78	-11
Middle Tennessee	Texas-El Paso	H	W	78	72	6
Middle Tennessee	Texas-San Antonio	H	W	79	71	8
Middle Tennessee	Charlotte	@	W	73	72	1
Middle Tennessee	Old Dominion	@	W	64	61	3
Middle Tennessee	North Texas	H	W	86	64	22
Middle Tennessee	Rice	H	W	87	73	14
Middle Tennessee	Marshall	@	L	66	82	-16
Middle Tennessee	Western Kentucky	@	W	66	64	2
Middle Tennessee	Florida Atlantic	H	W	85	73	12
Middle Tennessee	Florida International	H	W	67	66	1
Middle Tennessee	Louisiana Tech	@	L	63	73	-10
Middle Tennessee	Southern Mississippi	@	W	76	54	22
Middle Tennessee	Alabama-Birmingham	H	L	67	77	-10
Middle Tennessee	Western Kentucky	H	L	72	78	-6
Middle Tennessee	Marshall	H	W	83	74	9
Middle Tennessee	Florida Atlantic	@	W	76	59	17
Middle Tennessee	Florida International	@	W	61	58	3
Middle Tennessee	Charlotte	N	W	79	61	18
Middle Tennessee	Marshall	N	W	99	90	9
Milwaukee	Denver	N	W	71	58	13
Milwaukee	Lipscomb	N	W	71	65	6
Milwaukee	Santa Clara	@	W	71	65	6
Milwaukee	Notre Dame	@	L	78	86	-8
Milwaukee	Trinity International (IL)	H	W	85	61	24
Milwaukee	Murray State	N	L	63	66	-3
Milwaukee	Duquesne	N	L	92	96	-4
Milwaukee	Central Michigan	N	W	84	78	6
Milwaukee	Southern Illinois-Edwardsville	H	W	64	51	13
Milwaukee	Wisconsin	@	W	68	67	1
Milwaukee	Judson	H	W	125	74	51
Milwaukee	South Dakota	H	L	91	92	-1
Milwaukee	Minnesota	@	W	74	65	9
Milwaukee	Wright State	H	L	82	84	-2
Milwaukee	Northern Kentucky	H	W	76	67	9
Milwaukee	Youngstown State	@	W	81	65	16
Milwaukee	Cleveland State	@	W	65	62	3
Milwaukee	Valparaiso	@	L	56	68	-12
Milwaukee	Illinois-Chicago	@	W	87	62	25
Milwaukee	Detroit Mercy	H	W	83	80	3
Milwaukee	Oakland	H	L	79	82	-3
Milwaukee	Green Bay	H	W	95	94	1
Milwaukee	Wright State	@	L	83	84	-1
Milwaukee	Northern Kentucky	@	L	71	75	-4
Milwaukee	Oakland	@	W	93	85	8
Milwaukee	Detroit Mercy	@	L	66	80	-14
Milwaukee	Green Bay	@	L	68	70	-2
Milwaukee	Cleveland State	H	W	88	54	34
Milwaukee	Youngstown State	H	W	87	51	36
Milwaukee	Valparaiso	H	L	76	80	-4
Milwaukee	Illinois-Chicago	H	W	98	85	13
Milwaukee	Northern Kentucky	N	W	86	69	17
Milwaukee	Green Bay	N	L	61	70	-9
Minnesota	Missouri-Kansas City	H	W	76	58	18
Minnesota	Louisiana-Monroe	H	W	67	56	11
Minnesota	Temple	N	L	70	75	-5
Minnesota	Missouri State	N	W	74	69	5
Minnesota	Texas Tech	N	L	68	81	-13
Minnesota	Nebraska-Omaha	H	W	93	90	3
Minnesota	Clemson	H	W	89	83	6
Minnesota	South Dakota	H	L	81	85	-4
Minnesota	South Dakota State	H	L	70	84	-14
Minnesota	Oklahoma State	N	L	60	62	-2
Minnesota	Chicago State	H	W	70	52	18
Minnesota	Milwaukee	H	L	65	74	-9
Minnesota	Ohio State	@	L	63	78	-15
Minnesota	Michigan State	H	L	61	69	-8
Minnesota	Penn State	@	L	77	86	-9
Minnesota	Northwestern	H	L	52	77	-25
Minnesota	Nebraska	@	L	59	84	-25
Minnesota	Indiana	H	L	63	70	-7
Minnesota	Michigan	@	L	69	74	-5
Minnesota	Illinois	H	L	71	76	-5
Minnesota	Purdue	H	L	64	68	-4
Minnesota	Indiana	@	L	68	74	-6
Minnesota	Northwestern	@	L	58	82	-24
Minnesota	Michigan	H	L	74	82	-8
Minnesota	Iowa	@	L	71	75	-4
Minnesota	Maryland	H	W	68	63	5
Minnesota	Rutgers	H	W	83	61	22
Minnesota	Illinois	@	L	71	84	-13
Minnesota	Wisconsin	H	L	49	62	-13
Minnesota	Rutgers	@	L	52	75	-23
Minnesota	Illinois	N	L	52	85	-33
Mississippi State	Eastern Washington	H	W	106	88	18
Mississippi State	Southern	H	L	72	76	-4
Mississippi State	Miami (FL)	N	L	79	105	-26
Mississippi State	Texas Tech	N	L	72	74	-2
Mississippi State	Missouri State	N	W	84	70	14
Mississippi State	Tennessee-Martin	H	W	76	51	25
Mississippi State	Texas Southern	H	W	86	73	13
Mississippi State	Missouri-Kansas City	@	L	67	72	-5
Mississippi State	Florida State	@	L	66	90	-24
Mississippi State	Tulane	H	W	69	59	10
Mississippi State	Northern Colorado	N	W	93	69	24
Mississippi State	North Carolina Central	H	W	71	48	23
Mississippi State	Texas A&M	H	L	60	61	-1
Mississippi State	Arkansas	@	L	68	82	-14
Mississippi State	Kentucky	@	L	74	80	-6
Mississippi State	Tennessee	H	L	75	80	-5
Mississippi State	Florida	@	L	78	81	-3
Mississippi State	Mississippi	H	W	83	77	6
Mississippi State	South Carolina	@	L	74	84	-10
Mississippi State	Missouri	@	W	76	62	14
Mississippi State	Alabama	H	L	80	82	-2
Mississippi State	Louisiana State	@	L	77	88	-11
Mississippi State	Arkansas	H	W	78	46	32
Mississippi State	Georgia	H	L	57	66	-9
Mississippi State	Vanderbilt	H	W	75	74	1
Mississippi State	Alabama	@	W	67	61	6
Mississippi State	Texas A&M	@	L	66	68	-2
Mississippi State	South Carolina	H	W	68	58	10
Mississippi State	Mississippi	@	L	78	86	-8
Mississippi State	Auburn	H	W	79	66	13
Mississippi State	Georgia	N	L	69	79	-10
